Date,Country,Confirmed,Deaths,Recovered
2020-04-17,Bangladesh,1284,27,369
2020-04-12,Sri Lanka,5833,469,2017
2020-04-11,Bangladesh,8439,682,6276
2020-04-17,Bangladesh,1503,77,1146
2020-04-03,Sri Lanka,6502,440,2402
2020-04-14,Pakistan,7158,138,4791
2020-04-08,India,4595,197,4389
2020-04-01,Bangladesh,1629,30,1593
2020-04-10,Sri Lanka,2207,32,2005
2020-04-19,Pakistan,2962,178,273
2020-04-11,India,8158,87,714
2020-04-26,India,7801,529,578
2020-04-01,Bangladesh,8414,625,3404
2020-04-26,Nepal,2206,184,1602
2020-04-15,India,8869,57,3254
2020-04-20,Bangladesh,5070,107,4108
2020-04-23,Nepal,5410,504,4465
2020-04-21,Pakistan,8291,499,6944
2020-04-20,India,4826,106,410
2020-04-23,India,8817,547,2621
2020-04-19,India,4353,372,3233
2020-04-25,Pakistan,9851,934,8499
2020-04-19,Nepal,3134,77,2744
2020-04-05,Bangladesh,3235,17,2861
2020-04-03,Nepal,3678,203,538
2020-04-05,Pakistan,9655,198,9140
2020-04-26,Pakistan,5889,152,2187
2020-04-23,India,3348,121,792
2020-04-29,Nepal,6514,337,5759
2020-04-18,India,5941,159,3984
2020-04-26,India,8462,29,1144
2020-04-08,Nepal,2733,175,1132
2020-04-20,Sri Lanka,6676,18,6128
2020-04-09,India,7442,408,2659
2020-04-07,Sri Lanka,2082,88,520
2020-04-27,Pakistan,3857,371,932
2020-04-08,Bangladesh,1228,80,603
2020-04-04,India,6134,589,584
2020-04-29,Nepal,6939,545,6312
2020-04-12,India,8425,671,150
2020-04-23,Pakistan,2091,61,963
2020-04-08,Sri Lanka,8807,652,5846
2020-04-11,Nepal,8043,639,4265
2020-04-01,Pakistan,2572,38,2085
2020-04-25,Pakistan,5897,60,3980
2020-04-07,Nepal,2332,43,251
2020-04-19,Bangladesh,6683,242,1014
2020-04-29,Nepal,1234,94,461
2020-04-08,Pakistan,4589,338,1908
2020-04-17,Nepal,9305,369,3105
2020-04-30,Bangladesh,6172,153,3026
2020-04-14,Nepal,4659,68,2176
2020-04-19,Nepal,6871,341,1460
2020-04-17,Pakistan,7189,417,906
2020-04-03,Pakistan,8839,758,5540
2020-04-01,Bangladesh,5989,391,1954
2020-04-16,Nepal,1778,120,1478
2020-04-15,Sri Lanka,6339,44,2671
2020-04-13,Sri Lanka,3166,130,481
2020-04-04,Sri Lanka,3872,122,1233
2020-04-17,Pakistan,4082,222,1903
2020-04-11,Pakistan,6274,197,2245
2020-04-28,Sri Lanka,7299,557,652
2020-04-26,Pakistan,5660,192,214
2020-04-08,Nepal,8742,133,6635
2020-05-01,Bangladesh,2017,176,813
2020-04-05,Nepal,9237,246,8752
2020-04-29,Nepal,7559,271,2315
2020-04-24,Sri Lanka,7391,27,3813
2020-04-24,Sri Lanka,8277,513,3781
2020-04-13,India,8718,394,651
2020-04-27,India,3213,173,2100
2020-04-03,Nepal,8556,172,1935
2020-04-13,Bangladesh,3349,322,354
2020-04-13,Sri Lanka,1094,100,715
2020-04-08,Pakistan,4856,323,1385
2020-04-18,India,8153,114,6289
2020-04-21,India,6539,477,5518
2020-04-05,India,5529,165,781
2020-04-13,Nepal,9969,738,1973
2020-04-03,Sri Lanka,4148,202,2103
2020-04-05,India,9343,791,7045
2020-04-01,Nepal,2153,36,397
2020-04-02,Sri Lanka,7019,141,4065
2020-04-09,Sri Lanka,9262,869,4931
2020-04-23,Nepal,5694,175,2461
2020-04-09,Pakistan,8523,135,3269
2020-04-07,Sri Lanka,4145,23,758
2020-04-25,India,3050,230,650
2020-04-08,Bangladesh,3776,52,2727
2020-04-07,India,7597,577,2791
2020-04-29,Sri Lanka,8176,773,3069
2020-04-21,Sri Lanka,7513,693,5755
2020-04-26,Sri Lanka,8501,31,7644
2020-04-03,Pakistan,4804,436,3584
2020-04-07,Pakistan,4102,225,3858
2020-04-15,Sri Lanka,3368,259,792
2020-04-03,Pakistan,8864,65,3476
2020-04-24,Sri Lanka,1262,78,610
2020-04-30,Bangladesh,8187,44,6168
2020-04-08,Nepal,4786,426,4016
2020-04-16,Nepal,3517,304,1238
2020-04-03,Pakistan,3096,43,2844
2020-04-02,India,5958,570,1676
2020-04-23,India,8042,141,1566
2020-04-28,Bangladesh,8867,734,956
2020-04-14,India,9903,376,4466
2020-04-08,India,2983,65,162
2020-04-01,Nepal,6048,112,1284
2020-04-30,India,1335,86,354
2020-04-28,Sri Lanka,5896,476,1217
2020-04-17,Nepal,8993,284,5526
2020-04-29,Sri Lanka,6170,499,4607
2020-04-12,Pakistan,2645,146,2100
2020-04-11,Pakistan,2332,195,1942
2020-04-27,India,9654,42,9183
2020-04-16,Nepal,9580,844,8573
2020-05-01,Nepal,9115,835,5923
2020-04-17,Pakistan,7321,70,1142
2020-04-24,Nepal,7617,689,6117
2020-04-24,Pakistan,5957,247,4331
2020-04-12,Bangladesh,1885,173,1601
2020-04-13,Sri Lanka,5569,197,4356
2020-04-20,Bangladesh,8019,503,1963
2020-04-23,Nepal,4350,305,1635
2020-04-25,Pakistan,8633,733,7560
2020-04-04,Bangladesh,1900,66,550
2020-04-08,Sri Lanka,4355,298,2698
2020-04-04,Nepal,1211,21,734
2020-04-28,Sri Lanka,6944,325,4775
2020-04-29,Sri Lanka,8345,607,3431
2020-04-01,India,7788,692,3160
2020-04-20,Bangladesh,6387,54,2577
2020-04-12,Nepal,2983,121,1474
2020-04-28,Nepal,3740,185,2896
2020-04-22,Nepal,3708,76,886
2020-04-17,Nepal,4444,71,3578
2020-05-01,Nepal,8660,353,7154
2020-04-06,Bangladesh,9811,617,953
2020-04-17,Nepal,9247,905,2801
2020-04-15,Bangladesh,8552,789,4602
2020-04-07,Bangladesh,4875,469,4084
2020-04-04,Bangladesh,5807,575,176
2020-04-27,Bangladesh,1427,18,876
2020-04-22,Pakistan,6552,636,584
2020-04-12,Pakistan,1025,39,323
2020-04-20,India,7826,123,6188
2020-04-10,Nepal,1559,150,1015
2020-04-19,India,3493,189,1540
2020-04-05,Bangladesh,1585,62,219
2020-04-20,Nepal,1153,105,815
2020-04-14,Bangladesh,8885,121,7100
2020-04-24,India,6809,81,2166
2020-04-17,Pakistan,9881,798,488
2020-04-23,Sri Lanka,2318,106,1513
2020-04-05,Sri Lanka,1281,13,367
2020-04-22,Nepal,1793,92,229
2020-04-10,Pakistan,5685,350,405
2020-04-05,Sri Lanka,6982,10,5717
2020-04-26,Bangladesh,7467,387,4838
2020-04-13,Nepal,3550,53,178
2020-04-08,Pakistan,4142,313,1985
2020-04-20,Nepal,7839,336,5757
2020-04-28,Nepal,7972,761,4941
2020-04-03,Sri Lanka,2886,98,293
2020-04-05,India,4489,130,3935
2020-04-07,India,3697,238,1532
2020-04-03,Bangladesh,1353,42,680
2020-04-02,Pakistan,4765,321,3491
2020-04-16,Nepal,4754,349,2688
2020-04-05,Nepal,6715,96,4057
2020-04-27,Nepal,9835,434,4820
2020-04-13,India,8979,726,6904
2020-04-05,Bangladesh,2468,220,2075
2020-04-12,Sri Lanka,2753,81,1275
2020-04-21,Nepal,6391,475,3484
2020-04-27,Pakistan,6064,217,5482
2020-04-26,India,4288,419,2978
2020-04-24,Pakistan,7881,352,6162
2020-04-28,Bangladesh,5761,90,2409
2020-04-24,Nepal,7657,547,4362
2020-04-18,Sri Lanka,1419,129,1230
2020-04-21,Bangladesh,4892,193,4463
2020-04-02,Pakistan,7438,376,2606
2020-04-07,Bangladesh,8267,302,7141
2020-04-07,Nepal,2791,130,724
2020-04-27,Sri Lanka,2561,111,420
2020-04-21,Pakistan,2303,87,1662
2020-04-25,Nepal,6353,52,1854
2020-04-12,Pakistan,7394,271,4191
2020-04-10,Pakistan,8012,92,3091
2020-04-06,Sri Lanka,5637,166,4237
2020-04-21,Nepal,6397,272,473
2020-04-28,Nepal,2784,186,323
2020-04-04,Sri Lanka,7903,259,1167
2020-04-25,Nepal,4215,119,3904
2020-04-22,Bangladesh,3528,322,1112
2020-04-18,Bangladesh,7133,163,3482
2020-04-26,India,2145,15,387
2020-04-08,Sri Lanka,3266,229,1198
2020-04-24,Pakistan,8696,493,6523
2020-04-25,Sri Lanka,7080,600,1959
2020-04-19,Sri Lanka,8499,644,7514
2020-04-14,Bangladesh,3420,33,1854
2020-04-14,Sri Lanka,10000,514,2697
2020-04-16,Bangladesh,9167,221,3386
2020-04-18,Pakistan,9640,371,4655
2020-04-11,India,6881,360,3662
2020-04-16,Sri Lanka,8069,760,5507
2020-04-12,Sri Lanka,4694,276,1103
2020-04-01,Sri Lanka,2400,235,1019
2020-04-16,Bangladesh,8846,302,7979
2020-04-01,Sri Lanka,5982,107,347
2020-04-02,India,6034,396,148
2020-04-14,Bangladesh,7222,127,4822
2020-04-27,Sri Lanka,2106,15,1330
2020-04-07,Sri Lanka,7699,674,4205
2020-04-29,India,4805,21,2423
2020-04-02,India,4520,29,2765
2020-04-03,India,3263,172,2191
2020-04-13,Pakistan,9826,611,8289
2020-04-03,Bangladesh,1681,32,397
2020-04-04,Bangladesh,6379,249,3827
2020-04-22,Sri Lanka,4762,431,3897
2020-04-02,Bangladesh,4395,160,938
2020-04-14,Nepal,1575,44,1410
2020-04-12,Sri Lanka,3755,191,218
2020-04-29,India,4841,66,4524
2020-04-21,Pakistan,9467,439,6713
2020-04-26,Nepal,1208,11,645
2020-04-10,Pakistan,6638,84,3132
2020-04-21,India,8455,777,3890
2020-05-01,Nepal,9447,532,1040
2020-04-04,Sri Lanka,2625,136,1757
2020-04-22,India,3691,335,1312
2020-04-05,Pakistan,1377,23,109
2020-04-08,Pakistan,7106,456,1061
2020-04-13,Pakistan,1040,25,136
2020-04-09,Sri Lanka,6321,19,1628
2020-04-09,Bangladesh,5477,123,581
2020-04-10,Nepal,1691,44,725
2020-04-16,Nepal,5908,171,877
2020-04-02,Sri Lanka,2556,32,1237
2020-04-19,India,3889,336,764
2020-04-23,Nepal,1644,88,409
2020-04-27,Nepal,9763,603,1837
2020-04-30,Nepal,8749,379,2175
2020-04-14,India,2377,77,1087
2020-04-26,Sri Lanka,1318,71,1162
2020-04-29,Nepal,9032,183,1982
2020-04-04,India,3686,296,1199
2020-04-20,India,3089,19,1745
2020-04-19,India,7275,158,478
2020-04-03,India,2426,62,1656
2020-04-27,Sri Lanka,1329,76,126
2020-04-16,India,9384,576,3734
2020-04-05,Sri Lanka,8027,786,2766
2020-04-06,Nepal,3753,293,695
2020-04-02,Pakistan,5850,457,4620
2020-04-11,Bangladesh,4901,134,1975
2020-04-15,Nepal,5693,191,5474
2020-04-27,Bangladesh,7636,348,5507
2020-04-25,Nepal,3979,85,1029
2020-04-28,Bangladesh,5267,343,2484
2020-04-06,Bangladesh,6817,469,5824
2020-04-05,Sri Lanka,4727,350,1520
2020-04-11,India,5173,154,4100
2020-04-25,Nepal,4913,458,1109
2020-04-14,Bangladesh,7287,719,5424
2020-04-19,Bangladesh,2440,153,1901
2020-04-02,Sri Lanka,6065,436,2584
2020-04-03,Sri Lanka,5912,380,2432
2020-04-12,Pakistan,3452,283,748
2020-04-18,Bangladesh,7759,387,5844
2020-04-18,Sri Lanka,7597,617,3966
2020-04-20,Pakistan,6131,312,162
2020-04-16,Nepal,8608,96,5861
2020-04-18,India,8399,530,2656
2020-04-16,Bangladesh,6763,432,195
2020-04-05,India,9268,506,1648
2020-04-05,Bangladesh,6678,656,5568
2020-04-09,India,4577,122,3236
2020-04-15,Nepal,2997,197,1263
2020-04-30,India,1654,142,1059
2020-04-20,Sri Lanka,2165,41,901
2020-04-15,Bangladesh,6037,205,3292
2020-04-27,Pakistan,1034,79,797
2020-04-16,Bangladesh,8370,560,6691
2020-04-19,Pakistan,3679,216,162
2020-04-08,Bangladesh,8129,127,5071
2020-04-16,Pakistan,4751,140,3622
2020-04-28,Nepal,8820,450,1347
2020-04-17,Pakistan,2430,38,345
2020-04-05,Sri Lanka,1404,84,340
2020-04-02,Sri Lanka,7441,358,5287
2020-04-01,Sri Lanka,7834,402,4349
2020-04-24,Sri Lanka,6494,514,2689
2020-04-25,India,7584,146,4271
2020-04-09,Sri Lanka,5750,270,3765
2020-05-01,Bangladesh,5879,235,4579
2020-04-10,India,9534,56,2001
2020-04-11,Sri Lanka,6313,315,371
2020-04-12,Pakistan,9361,408,6710
2020-04-06,Sri Lanka,7680,688,2991
2020-04-21,India,5574,461,180
2020-04-20,Sri Lanka,1497,43,776
2020-04-30,India,1378,100,260
2020-04-29,Nepal,8352,561,137
2020-04-04,Sri Lanka,5323,313,1400
2020-04-23,Bangladesh,6273,302,2785
2020-04-16,Bangladesh,9978,23,3838
2020-04-12,Bangladesh,4613,424,4007
2020-04-23,Sri Lanka,3346,315,843
2020-04-11,Bangladesh,7990,794,4687
2020-04-15,India,1307,49,577
2020-04-07,India,2054,110,184
2020-04-19,Pakistan,6764,554,5754
2020-04-21,India,9256,540,2113
2020-04-05,Bangladesh,3102,187,1248
2020-04-08,India,2875,190,2492
2020-04-14,Sri Lanka,4648,275,4277
2020-04-16,Bangladesh,4482,291,1725
2020-04-06,Nepal,7215,273,6392
2020-04-04,Nepal,1996,73,1247
2020-04-25,Nepal,1616,92,889
2020-04-02,India,8114,65,4223
2020-04-06,Bangladesh,2571,235,2038
2020-04-26,Bangladesh,3531,31,2048
2020-04-22,Nepal,5197,430,1605
2020-04-16,Nepal,7215,96,3471
2020-04-04,Pakistan,8498,573,7026
2020-05-01,Nepal,1206,45,566
2020-04-19,Pakistan,2985,13,2406
2020-04-21,Bangladesh,2316,55,1706
2020-04-15,Nepal,5961,337,854
2020-04-25,Bangladesh,8309,377,3335
2020-04-17,Pakistan,6281,516,1033
2020-04-08,Sri Lanka,4826,107,3637
2020-05-01,Bangladesh,5274,102,2626
2020-04-21,Pakistan,7196,426,2817
2020-04-12,Nepal,8647,85,2413
2020-04-17,Nepal,9295,447,7522
2020-04-05,Pakistan,6086,81,2778
2020-04-10,Sri Lanka,3584,220,2157
2020-04-14,Nepal,3330,142,242
2020-04-28,Bangladesh,5252,440,1232
2020-04-28,Sri Lanka,4000,158,2195
2020-04-27,Nepal,1149,107,357
2020-04-09,Sri Lanka,8942,233,7963
2020-04-14,Sri Lanka,4297,334,2629
2020-04-16,India,9436,425,6394
2020-04-06,Pakistan,2553,18,2475
2020-04-02,Sri Lanka,3329,314,1431
2020-04-07,Sri Lanka,1363,118,883
2020-04-27,India,7457,433,4129
2020-04-08,Pakistan,4439,112,2293
2020-04-05,Nepal,8994,15,8382
2020-04-08,Nepal,7215,567,1907
2020-04-01,Bangladesh,3010,204,1357
2020-04-11,Sri Lanka,9148,765,589
2020-04-24,Bangladesh,6685,163,1244
2020-04-25,Nepal,1559,62,1064
2020-04-04,India,9054,556,3867
2020-05-01,Pakistan,6764,373,4470
2020-04-10,India,9865,711,8109
2020-04-02,India,8478,705,6795
2020-04-23,India,4088,179,2551
2020-05-01,Bangladesh,2696,150,983
2020-04-04,India,5983,36,4724
2020-04-15,Pakistan,7245,435,4190
2020-04-15,Bangladesh,9770,152,3519
2020-04-12,Bangladesh,5839,181,3687
2020-04-29,India,9331,399,2961
2020-04-26,Nepal,9240,101,169
2020-04-29,Bangladesh,4734,154,3124
2020-04-04,Pakistan,6753,579,1022
2020-04-26,Nepal,3084,63,1800
2020-04-19,Nepal,7408,538,5955
2020-04-18,Pakistan,1783,126,369
2020-04-19,India,8707,502,1547
2020-04-28,Bangladesh,7661,623,1741
2020-04-27,Sri Lanka,3209,167,1418
2020-04-05,Sri Lanka,2508,204,597
2020-04-07,Sri Lanka,7316,267,3601
2020-04-29,Sri Lanka,7454,312,152
2020-04-10,Pakistan,4927,258,2190
2020-04-30,Bangladesh,7024,620,3922
2020-04-25,Pakistan,9400,485,5197
2020-04-30,Pakistan,4291,267,2367
2020-04-18,Pakistan,9321,208,2304
2020-04-01,Sri Lanka,5691,172,3002
2020-04-24,Nepal,2264,104,1165
2020-04-28,Pakistan,4353,355,852
2020-04-19,Sri Lanka,6082,189,1919
2020-04-03,Pakistan,8941,134,2667
2020-04-21,Sri Lanka,1455,19,279
2020-04-21,Sri Lanka,4963,358,3176
2020-04-15,Nepal,7585,139,7002
2020-04-13,India,4659,110,999
2020-04-16,Nepal,6290,112,1185
2020-04-13,Bangladesh,1260,49,347
2020-04-15,Nepal,5515,71,3272
2020-04-13,India,7904,190,2300
2020-04-19,Bangladesh,5461,197,615
2020-04-05,Nepal,2339,126,129
2020-04-01,Nepal,3361,204,2046
2020-04-15,Bangladesh,8343,335,3810
2020-04-17,India,7278,218,966
2020-04-07,Bangladesh,2592,168,681
2020-04-25,Pakistan,5398,502,2984
2020-04-26,India,5945,20,2868
2020-04-28,Pakistan,4332,431,1288
2020-04-28,India,8483,307,247
2020-04-16,Nepal,4574,338,3518
2020-04-12,Sri Lanka,9908,449,7640
2020-04-10,Nepal,7051,75,4685
2020-04-14,Bangladesh,3191,44,1942
2020-04-28,Sri Lanka,9351,280,8689
2020-04-06,Sri Lanka,4771,60,310
2020-04-21,India,1823,60,1717
2020-04-23,Sri Lanka,3271,266,1460
2020-04-12,Nepal,2661,132,457
2020-04-14,Nepal,1356,124,546
2020-04-02,India,7076,555,1449
2020-04-22,Bangladesh,5115,153,3940
2020-04-25,India,8781,583,774
2020-04-05,Bangladesh,8963,440,5121
2020-04-30,Bangladesh,2964,148,1916
2020-04-12,Pakistan,2858,212,775
2020-04-21,Bangladesh,5547,165,991
2020-04-17,Nepal,1402,61,1028
2020-04-29,Pakistan,3495,153,1904
2020-04-27,Nepal,4832,364,3598
2020-04-16,Pakistan,7166,439,5997
2020-04-12,Bangladesh,3284,311,567
2020-04-26,Pakistan,2503,67,1750
2020-04-15,Sri Lanka,7477,91,2810
2020-04-16,Pakistan,5357,270,562
2020-04-28,Bangladesh,4151,69,657
2020-04-16,Nepal,5753,564,1750
2020-04-24,India,7166,640,435
2020-04-11,India,9221,309,2665
2020-04-26,Sri Lanka,7822,635,2289
2020-04-29,India,5968,186,3158
2020-04-29,Nepal,4874,486,1515
2020-04-30,Pakistan,1826,164,1586
2020-04-25,India,1867,49,356
2020-04-16,Nepal,1010,48,608
2020-04-04,Nepal,1248,80,1136
2020-05-01,Nepal,5957,296,4681
2020-04-14,Pakistan,4615,140,639
2020-04-22,Pakistan,1630,150,902
2020-04-12,Pakistan,8081,60,4630
2020-04-03,India,7039,10,2134
2020-04-28,Nepal,4555,189,3340
2020-04-18,Nepal,7392,11,2964
2020-04-04,Bangladesh,2860,207,590
2020-04-25,India,9882,398,6047
2020-04-26,Sri Lanka,2005,16,1912
2020-04-03,Pakistan,5541,334,3745
2020-04-18,India,8959,617,3561
2020-04-26,Pakistan,1649,48,1165
2020-05-01,Nepal,9330,83,6687
2020-04-26,Sri Lanka,4684,158,2033
2020-04-28,Bangladesh,3744,151,2496
2020-04-27,India,8473,307,154
2020-04-15,Bangladesh,4405,24,3078
2020-04-13,Nepal,9312,462,7358
2020-04-04,India,4073,61,704
2020-04-01,Sri Lanka,5441,535,3794
2020-04-07,Bangladesh,3095,234,1683
2020-04-09,Pakistan,8714,818,4261
2020-04-28,Pakistan,7664,201,1481
2020-04-22,Sri Lanka,4303,366,3827
2020-04-13,Pakistan,2931,83,2813
2020-04-06,Nepal,6770,376,897
2020-04-18,Bangladesh,5245,145,4761
2020-04-30,India,4974,155,1706
2020-04-05,Bangladesh,6090,254,5053
2020-05-01,Bangladesh,5561,509,3717
2020-04-22,India,8061,595,1958
2020-05-01,Sri Lanka,5815,35,427
2020-04-14,Nepal,2172,175,327
2020-04-06,Bangladesh,4208,84,4001
2020-04-24,India,6245,409,1081
2020-04-22,Bangladesh,8482,209,263
2020-04-28,Bangladesh,5621,44,3258
2020-04-24,Nepal,1034,61,901
2020-04-30,Pakistan,1970,40,1619
2020-04-08,Sri Lanka,1832,169,123
2020-04-06,Pakistan,1608,48,775
2020-04-05,Sri Lanka,4947,492,2388
2020-05-01,Pakistan,5803,121,4606
2020-04-12,Sri Lanka,7567,583,3483
2020-04-30,India,8931,226,616
2020-04-27,Pakistan,6771,616,3579
2020-04-15,Nepal,4250,86,4095
2020-04-27,India,4270,421,3574
2020-04-17,India,3321,126,2556
2020-04-16,Bangladesh,4068,66,209
2020-04-13,Sri Lanka,9832,495,4031
2020-04-13,Sri Lanka,2323,226,1155
2020-04-26,Bangladesh,5903,370,1574
2020-04-02,Pakistan,7242,348,919
2020-04-11,Bangladesh,5495,428,4671
2020-04-09,Bangladesh,1438,84,880
2020-04-04,Bangladesh,8719,119,5973
2020-04-16,Sri Lanka,1711,143,1438
2020-04-02,Sri Lanka,7515,193,3062
2020-04-01,India,1387,96,455
2020-04-09,Pakistan,6866,144,5219
2020-04-12,India,7224,568,4891
2020-04-25,Bangladesh,1174,30,1130
2020-04-15,Bangladesh,1699,154,202
2020-04-29,Pakistan,9052,587,4918
2020-04-05,Pakistan,6266,364,3757
2020-04-29,Bangladesh,5035,165,2392
2020-04-26,Bangladesh,6037,430,516
2020-04-04,Sri Lanka,2016,195,165
2020-04-06,Bangladesh,2041,62,1286
2020-04-07,Bangladesh,2374,163,1150
2020-04-19,Pakistan,4574,319,3125
2020-05-01,Sri Lanka,6979,330,2267
2020-04-25,Sri Lanka,5321,50,2301
2020-04-03,Sri Lanka,2559,154,1206
2020-04-13,India,9177,890,765
2020-04-29,India,6258,107,2438
2020-04-17,Pakistan,4417,183,3630
2020-04-11,Pakistan,4278,47,3245
2020-04-26,Pakistan,5058,307,2296
2020-04-28,Pakistan,6857,308,2890
2020-04-22,India,9739,224,616
2020-04-07,India,2193,61,1018
2020-04-04,Pakistan,6909,451,2147
2020-04-21,Bangladesh,2502,120,707
2020-04-20,Nepal,4569,112,3791
2020-04-13,India,5400,277,4999
2020-04-03,Pakistan,9048,47,6502
2020-04-23,Nepal,3459,197,1049
2020-04-20,Sri Lanka,1922,116,668
2020-04-10,India,7106,476,4682
2020-04-16,Bangladesh,9461,693,6572
2020-04-20,Pakistan,8656,784,3476
2020-04-20,Pakistan,7810,173,4548
2020-04-12,Nepal,6781,556,315
2020-04-15,Pakistan,8968,82,1377
2020-04-05,Pakistan,2289,170,446
2020-04-09,Nepal,4159,50,2607
2020-04-12,Nepal,9475,846,7446
2020-04-28,Bangladesh,9965,845,5697
2020-04-20,Pakistan,5967,376,4897
2020-04-27,India,1507,13,635
2020-04-11,Nepal,7000,48,299
2020-04-21,Sri Lanka,3711,80,2636
2020-04-28,Nepal,5325,50,4848
2020-04-15,India,5601,255,2589
2020-04-27,Bangladesh,9323,177,5417
2020-04-25,India,4115,41,1021
2020-04-21,Nepal,3220,116,2407
2020-04-23,Pakistan,2402,23,1390
2020-04-09,Bangladesh,2283,124,577
2020-04-17,India,6187,130,3171
2020-04-28,Sri Lanka,6413,228,4070
2020-04-28,Nepal,1026,15,229
2020-04-12,India,9935,271,2813
2020-04-14,Nepal,1672,39,1497
2020-04-12,Bangladesh,6514,48,3563
2020-04-02,Pakistan,5999,537,4691
2020-04-02,India,6602,242,717
2020-04-21,Nepal,3621,263,500
2020-04-03,India,8321,330,938
2020-04-10,Nepal,4755,200,1325
2020-04-24,Sri Lanka,5597,477,3153
2020-04-04,Pakistan,6800,114,1811
2020-04-29,Bangladesh,1572,33,200
2020-04-20,India,5014,451,1199
2020-04-13,Nepal,9936,31,8836
2020-04-14,India,3021,203,164
2020-04-21,Sri Lanka,9608,741,2725
2020-04-08,Bangladesh,5135,376,268
2020-04-12,Sri Lanka,1956,148,659
2020-04-04,Sri Lanka,1339,82,820
2020-04-28,Nepal,2238,210,1467
2020-04-18,India,5590,308,4521
2020-04-05,Bangladesh,2827,86,1630
2020-04-03,Nepal,5079,465,3791
2020-04-08,Sri Lanka,3267,122,1086
2020-04-20,Pakistan,2091,141,1010
2020-04-14,India,6155,145,115
2020-05-01,Bangladesh,8032,208,977
2020-04-15,Nepal,4345,149,1298
2020-04-03,India,7958,128,6177
2020-04-06,Pakistan,2916,61,2703
2020-04-08,India,1631,32,498
2020-04-10,India,4719,362,334
2020-04-23,Sri Lanka,7795,364,5999
2020-04-12,Sri Lanka,2599,259,1067
2020-04-12,Pakistan,3996,320,2582
2020-04-02,Nepal,5427,202,4416
2020-04-15,India,2158,47,125
2020-04-09,Nepal,5876,341,4994
2020-04-10,Sri Lanka,2113,188,1424
2020-04-27,Pakistan,8311,338,6586
2020-04-26,India,7328,148,5118
2020-04-29,Nepal,4324,349,3304
2020-04-22,Nepal,1192,82,253
2020-04-20,Sri Lanka,7174,395,6702
2020-04-21,Sri Lanka,8245,745,6548
2020-04-12,Pakistan,7457,545,319
2020-04-25,Nepal,7842,217,106
2020-04-24,Pakistan,2585,133,1940
2020-04-29,India,6476,269,4942
2020-04-12,Bangladesh,2444,126,1922
2020-04-15,India,8740,331,4602
2020-04-12,Sri Lanka,7617,285,4930
2020-04-13,Pakistan,6922,34,4065
2020-04-10,Sri Lanka,5756,40,1571
2020-04-17,Nepal,5024,208,4566
2020-04-01,Pakistan,9825,914,218
2020-04-29,Pakistan,5677,459,4822
2020-04-18,Pakistan,2857,152,362
2020-04-13,Pakistan,3833,318,2265
2020-04-16,India,1486,123,974
2020-04-03,Bangladesh,7918,630,6265
2020-04-08,Pakistan,2907,245,1142
2020-04-11,Nepal,4166,45,939
2020-04-03,Nepal,1045,16,767
2020-04-14,Bangladesh,8120,92,1294
2020-04-06,Pakistan,7586,319,4641
2020-04-17,Bangladesh,4669,139,1531
2020-04-25,Sri Lanka,6736,393,3742
2020-04-30,India,3591,218,2643
2020-04-05,Bangladesh,7195,355,4245
2020-04-15,Bangladesh,7845,124,366
2020-04-16,India,8729,244,348
2020-04-09,Pakistan,5207,110,1714
2020-04-11,Pakistan,2372,227,310
2020-04-18,Nepal,7151,707,1199
2020-04-19,Sri Lanka,4891,367,1089
2020-04-08,Sri Lanka,4569,237,997
2020-04-11,Bangladesh,2167,176,528
2020-04-05,Bangladesh,9965,205,9098
2020-04-11,Pakistan,4124,189,3615
2020-04-30,India,8738,458,809
2020-04-10,Bangladesh,5390,26,3280
2020-04-04,Sri Lanka,4363,181,3079
2020-04-23,Pakistan,8898,305,7346
2020-05-01,India,1906,87,1738
2020-04-25,Sri Lanka,7836,661,1008
2020-04-28,Nepal,6736,93,6170
2020-04-14,Nepal,1131,18,907
2020-04-12,Pakistan,6911,247,4626
2020-04-10,Pakistan,5021,64,2836
2020-04-30,Nepal,1988,106,862
2020-04-25,Nepal,7390,463,763
2020-05-01,India,9772,27,4660
2020-04-15,Bangladesh,6159,220,3857
2020-04-20,Bangladesh,2303,93,339
2020-04-12,Pakistan,5010,368,4218
2020-04-18,Sri Lanka,6429,93,645
2020-04-17,India,7119,121,2532
2020-04-21,Bangladesh,4327,41,193
2020-04-30,Nepal,6935,252,6113
2020-04-11,Bangladesh,3744,91,1713
2020-04-12,India,3150,164,1221
2020-04-08,Sri Lanka,9167,218,2711
2020-04-12,Bangladesh,6107,168,3577
2020-04-24,Pakistan,7094,413,213
2020-04-12,Nepal,1432,25,392
2020-04-22,India,4023,265,2187
2020-04-26,India,3230,198,1162
2020-04-05,Sri Lanka,8777,781,5142
2020-04-15,Nepal,2159,85,493
2020-04-30,Pakistan,7309,360,6095
2020-04-05,Sri Lanka,9040,901,2480
2020-04-12,Sri Lanka,4852,40,988
2020-04-03,Pakistan,8763,404,7621
2020-04-22,Nepal,3817,17,1274
2020-04-14,Pakistan,9190,489,5301
2020-04-22,Sri Lanka,4179,184,1889
2020-04-06,Bangladesh,5268,248,1630
2020-04-21,Nepal,8258,293,498
2020-04-11,Sri Lanka,7355,366,5504
2020-04-02,Sri Lanka,7530,590,4167
2020-04-04,Nepal,8268,782,739
2020-04-23,Sri Lanka,4850,286,179
2020-04-19,Bangladesh,7105,296,1967
